price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,total_rooms,area_per_room,price_per_area,room_ratio,amenities_score,log_area,log_price
8645000,8050,3,1.0,1.0,1,1,1,0,1,1.0,0,0,4.0,2012.5,1073.9130434782608,3.0,4,8.993551586299981,15.97249179277332
8645000,4560,3,2.0,2.0,1,1,1,0,1,1.0,0,0,5.0,912.0,1895.8333333333333,1.5,4,8.4252971767117,15.97249179277332
8575000,8800,3,2.0,2.0,1,0,0,0,1,2.0,0,0,5.0,1760.0,974.4318181818181,1.5,2,9.082620630373812,15.964361667634346
8540000,6540,4,2.0,2.0,1,1,1,0,1,2.0,1,0,6.0,1090.0,1305.8103975535169,2.0,5,8.785845337961213,15.960271682860764
8463000,6000,3,2.0,4.0,1,1,1,0,1,0.0,1,1,5.0,1200.0,1410.5,1.5,5,8.699681400989514,15.951214396813645
8400000,8875,3,1.0,1.0,1,0,0,0,0,1.0,0,1,4.0,2218.75,946.4788732394367,3.0,1,9.091106284052485,15.943742382861155
8400000,7950,5,2.0,2.0,1,0,1,1,0,0.0,0,2,7.0,1135.7142857142858,1056.6037735849056,2.5,3,8.981052985901483,15.943742382861155
8400000,5500,4,2.0,2.0,1,0,1,0,1,1.0,1,1,6.0,916.6666666666666,1527.2727272727273,2.0,4,8.612685172875459,15.943742382861155
8400000,7475,3,2.0,4.0,1,0,0,0,1,2.0,0,2,5.0,1495.0,1123.7458193979933,1.5,2,8.919453168575453,15.943742382861155
8400000,7000,3,1.0,4.0,1,0,0,0,1,2.0,0,1,4.0,1750.0,1200.0,3.0,2,8.853808274977197,15.943742382861155
8295000,4880,4,1.0,2.0,1,0,0,0,1,1.0,1,0,5.0,976.0,1699.795081967213,4.0,3,8.493105395887147,15.931163602161226
8190000,5960,3,3.0,2.0,1,1,1,0,0,1.0,0,2,6.0,993.3333333333334,1374.1610738255033,1.0,3,8.692993531219926,15.918424577929366
8120000,6840,5,1.0,2.0,1,1,1,0,1,1.0,0,0,6.0,1140.0,1187.1345029239767,5.0,4,8.830689198760998,15.909840835290563
8080940,7000,3,2.0,4.0,1,0,0,0,1,2.0,0,0,5.0,1400.0,1154.42,1.5,2,8.853808274977197,15.905018884112332
8043000,7482,3,2.0,3.0,1,0,0,1,0,1.0,1,0,5.0,1496.4,1074.979951884523,1.5,3,8.920389060080359,15.900312830217915
7980000,9000,4,2.0,4.0,1,0,0,0,1,2.0,0,0,6.0,1500.0,886.6666666666666,2.0,2,9.105090961257085,15.892449094739266
7962500,6000,3,1.0,4.0,1,1,0,0,1,2.0,0,2,4.0,1500.0,1327.0833333333333,3.0,3,8.699681400989514,15.890253704451245
7910000,6000,4,2.0,4.0,1,0,0,0,1,1.0,0,1,6.0,1000.0,1318.3333333333333,2.0,2,8.699681400989514,15.88363846616608
7875000,6550,3,1.0,2.0,1,0,1,0,1,0.0,1,0,4.0,1637.5,1202.2900763358778,3.0,4,8.787372988731876,15.87920386966009
7840000,6360,3,2.0,4.0,1,0,0,0,1,0.0,1,0,5.0,1272.0,1232.7044025157234,1.5,3,8.757940876678804,15.874749519877604
7700000,6480,3,2.0,4.0,1,0,0,0,1,0.0,0,2,5.0,1296.0,1188.2716049382716,1.5,2,8.776630098427717,15.856731016694035
7700000,6000,4,2.0,4.0,1,0,0,0,0,2.0,0,1,6.0,1000.0,1283.3333333333333,2.0,1,8.699681400989514,15.856731016694035
7560000,6000,4,2.0,4.0,1,0,0,0,1,1.0,0,0,6.0,1000.0,1260.0,2.0,2,8.699681400989514,15.83838188043084
7560000,6000,3,2.0,3.0,1,0,0,0,1,0.0,0,1,5.0,1200.0,1260.0,1.5,2,8.699681400989514,15.83838188043084
7525000,6000,3,2.0,4.0,1,0,0,0,1,1.0,0,0,5.0,1200.0,1254.1666666666667,1.5,2,8.699681400989514,15.83374150148957
7490000,6600,3,1.0,4.0,1,0,0,0,1,3.0,1,0,4.0,1650.0,1134.8484848484848,3.0,3,8.79497643168877,15.829079489004743
7455000,4300,3,2.0,2.0,1,0,1,0,0,1.0,0,2,5.0,860.0,1733.7209302325582,1.5,2,8.366602832783736,15.824395640319128
7420000,7440,3,2.0,1.0,1,1,1,0,1,0.0,1,1,5.0,1488.0,997.3118279569892,1.5,5,8.914760527397261,15.819689749914444
7420000,7440,3,2.0,4.0,1,0,0,0,0,1.0,1,2,5.0,1488.0,997.3118279569892,1.5,2,8.914760527397261,15.819689749914444
7420000,6325,3,1.0,4.0,1,0,0,0,1,1.0,0,2,4.0,1581.25,1173.1225296442688,3.0,2,8.752423403865594,15.819689749914444
7350000,6000,4,2.0,4.0,1,1,0,0,1,1.0,0,0,6.0,1000.0,1225.0,2.0,3,8.699681400989514,15.810211007243431
7350000,5150,3,2.0,4.0,1,0,0,0,1,2.0,0,1,5.0,1030.0,1427.1844660194174,1.5,2,8.546946149565585,15.810211007243431
7350000,6000,3,2.0,2.0,1,1,0,0,1,1.0,0,1,5.0,1200.0,1225.0,1.5,3,8.699681400989514,15.810211007243431
7350000,6000,3,1.0,2.0,1,0,0,0,1,1.0,0,2,4.0,1500.0,1225.0,3.0,2,8.699681400989514,15.810211007243431
7343000,11440,4,1.0,2.0,1,0,1,0,0,1.0,1,1,5.0,2288.0,641.8706293706293,4.0,3,9.344958673700944,15.80925817261786
7245000,9000,4,1.0,4.0,1,1,0,0,1,1.0,1,0,5.0,1800.0,805.0,4.0,4,9.105090961257085,15.795822271763136
7210000,7680,4,2.0,4.0,1,1,0,0,1,1.0,0,1,6.0,1280.0,938.8020833333334,2.0,3,8.946505025998682,15.790979647957377
7210000,6000,3,2.0,4.0,1,1,0,0,1,1.0,0,0,5.0,1200.0,1201.6666666666667,1.5,3,8.699681400989514,15.790979647957377
7140000,6000,3,2.0,2.0,1,1,0,0,0,1.0,0,1,5.0,1200.0,1190.0,1.5,2,8.699681400989514,15.78122347437178
7070000,8880,2,1.0,1.0,1,0,0,0,1,1.0,0,1,3.0,2960.0,796.1711711711712,2.0,2,9.091669442258505,15.77137117931546
7070000,6240,4,1.0,2.0,1,0,0,0,1,1.0,0,0,5.0,1248.0,1133.0128205128206,4.0,2,8.738895704934043,15.77137117931546
7035000,6360,4,2.0,3.0,1,0,0,0,1,2.0,1,0,6.0,1060.0,1106.132075471698,2.0,3,8.757940876678804,15.766408390677027
7000000,11175,3,1.0,1.0,1,0,1,0,1,1.0,1,0,4.0,2793.75,626.3982102908277,3.0,4,9.321523900936798,15.76142084987672
6930000,8880,3,2.0,2.0,1,0,1,0,1,1.0,0,0,5.0,1776.0,780.4054054054054,1.5,3,9.091669442258505,15.75137051546622
6930000,13200,2,1.0,1.0,1,0,1,1,0,1.0,0,0,3.0,4400.0,525.0,2.0,3,9.488047863280759,15.75137051546622
6895000,7700,3,2.0,1.0,1,0,0,0,0,2.0,0,2,5.0,1540.0,895.4545454545455,1.5,1,8.94910546953925,15.746307214242162
6860000,6000,3,1.0,1.0,1,0,0,0,1,1.0,0,0,4.0,1500.0,1143.3333333333333,3.0,2,8.699681400989514,15.741218145474653
6790000,12090,4,2.0,2.0,1,0,0,0,0,2.0,1,0,6.0,2015.0,561.6211745244003,2.0,2,9.400216653174247,15.730961646810274
6790000,4000,3,2.0,2.0,1,0,1,0,1,0.0,1,1,5.0,800.0,1697.5,1.5,4,8.294299608857235,15.730961646810274
6755000,6000,4,2.0,4.0,1,0,0,0,1,0.0,0,2,6.0,1000.0,1125.8333333333333,2.0,2,8.699681400989514,15.725793677414915
6720000,5020,3,1.0,4.0,1,0,0,0,1,0.0,1,2,4.0,1255.0,1338.6454183266933,3.0,3,8.521384396034705,15.720598861308845
6685000,6600,2,2.0,4.0,1,0,1,0,0,0.0,1,0,4.0,1650.0,1012.8787878787879,1.0,3,8.79497643168877,15.7153769181068
6650000,4040,3,1.0,2.0,1,0,1,1,0,1.0,0,0,4.0,1010.0,1646.039603960396,3.0,3,8.304247465078474,15.710127563007966
6650000,4260,4,2.0,2.0,1,0,0,1,0,0.0,0,1,6.0,710.0,1561.0328638497654,2.0,2,8.357259153499912,15.710127563007966
6650000,6420,3,2.0,3.0,1,0,0,0,1,0.0,1,0,5.0,1284.0,1035.8255451713396,1.5,3,8.76732914779405,15.710127563007966
6650000,6500,3,2.0,3.0,1,0,0,0,1,0.0,1,0,5.0,1300.0,1023.0769230769231,1.5,3,8.77971129020447,15.710127563007966
6650000,5700,3,1.0,1.0,1,1,1,0,1,2.0,1,0,4.0,1425.0,1166.6666666666667,3.0,5,8.648396877031582,15.710127563007966
6650000,6000,3,2.0,3.0,1,1,0,0,1,0.0,0,0,5.0,1200.0,1108.3333333333333,1.5,3,8.699681400989514,15.710127563007966
6629000,6000,3,1.0,2.0,1,0,0,1,0,1.0,1,1,4.0,1500.0,1104.8333333333333,3.0,3,8.699681400989514,15.706964672075832
6615000,4000,3,2.0,2.0,1,0,1,0,1,1.0,0,1,5.0,800.0,1653.75,1.5,3,8.294299608857235,15.704850506702762
6615000,10500,3,2.0,1.0,1,0,1,0,1,1.0,1,0,5.0,2100.0,630.0,1.5,4,9.259225769705994,15.704850506702762
6580000,6000,3,2.0,4.0,1,0,0,0,1,0.0,0,1,5.0,1200.0,1096.6666666666667,1.5,2,8.699681400989514,15.699545455277173
6510000,3760,3,1.0,2.0,1,0,0,1,0,2.0,0,1,4.0,940.0,1731.3829787234042,3.0,2,8.232440158470336,15.688850167794572
6510000,8250,3,2.0,3.0,1,0,0,0,1,0.0,0,0,5.0,1650.0,789.0909090909091,1.5,2,9.018089684104343,15.688850167794572
6510000,6670,3,1.0,3.0,1,0,1,0,0,0.0,1,2,4.0,1667.5,976.0119940029984,3.0,3,8.805525052709516,15.688850167794572
6475000,3960,3,1.0,1.0,1,0,1,0,0,0.0,0,1,4.0,990.0,1635.1010101010102,3.0,2,8.284251797621916,15.683459319990018
6475000,7410,3,1.0,1.0,1,1,1,0,1,2.0,1,2,4.0,1852.5,873.8191632928475,3.0,5,8.910720661951359,15.683459319990018
6440000,8580,5,3.0,2.0,1,0,0,0,0,2.0,0,0,8.0,1072.5,750.5827505827506,1.6666666666666667,1,9.057305735807121,15.678039253360028
6440000,5000,3,1.0,2.0,1,0,0,0,1,0.0,0,1,4.0,1250.0,1288.0,3.0,2,8.517393171418904,15.678039253360028
6419000,6750,2,1.0,1.0,1,1,1,0,0,2.0,1,0,3.0,2250.0,950.9629629629629,2.0,4,8.81744592104187,15.674773056081408
6405000,4800,3,2.0,4.0,1,1,0,0,1,0.0,0,0,5.0,960.0,1334.375,1.5,3,8.476579508530941,15.672589649440985
6300000,7200,3,2.0,1.0,1,0,1,0,1,3.0,0,1,5.0,1440.0,875.0,1.5,3,8.881975184248867,15.656060350091908
6300000,6000,4,2.0,4.0,1,0,0,0,0,1.0,0,1,6.0,1000.0,1050.0,2.0,1,8.699681400989514,15.656060350091908
6300000,4100,3,2.0,3.0,1,0,0,0,1,2.0,0,1,5.0,820.0,1536.5853658536585,1.5,2,8.31898612539206,15.656060350091908
6300000,9000,3,1.0,1.0,1,0,1,0,0,1.0,1,0,4.0,2250.0,700.0,3.0,3,9.105090961257085,15.656060350091908
6300000,6400,3,1.0,1.0,1,1,1,0,1,1.0,1,1,4.0,1600.0,984.375,3.0,5,8.764209507142004,15.656060350091908
6293000,6600,3,2.0,3.0,1,0,0,0,1,0.0,1,2,5.0,1320.0,953.4848484848485,1.5,3,8.79497643168877,15.65494862141578
6265000,6000,4,1.0,3.0,1,1,1,0,0,0.0,1,2,5.0,1200.0,1044.1666666666667,4.0,4,8.699681400989514,15.650489305929213
6230000,6600,3,2.0,1.0,1,0,1,0,1,0.0,1,2,5.0,1320.0,943.939393939394,1.5,4,8.79497643168877,15.644887051277268
6230000,5500,3,1.0,3.0,1,0,0,0,0,1.0,1,2,4.0,1375.0,1132.7272727272727,3.0,2,8.612685172875459,15.644887051277268
6195000,5500,3,2.0,4.0,1,1,0,0,1,1.0,0,1,5.0,1100.0,1126.3636363636363,1.5,3,8.612685172875459,15.639253234465867
6195000,6350,3,1.0,3.0,1,1,0,0,1,0.0,0,0,4.0,1587.5,975.5905511811023,3.0,3,8.756367559802975,15.639253234465867
6195000,5500,3,2.0,1.0,1,1,1,0,0,2.0,1,0,5.0,1100.0,1126.3636363636363,1.5,4,8.612685172875459,15.639253234465867
6160000,4500,3,1.0,4.0,1,0,0,0,1,0.0,0,2,4.0,1125.0,1368.888888888889,3.0,2,8.412054873292933,15.633587497847351
6160000,5450,4,2.0,1.0,1,0,1,0,1,0.0,1,1,6.0,908.3333333333334,1130.2752293577983,2.0,4,8.603554357064281,15.633587497847351
6125000,6420,3,1.0,3.0,1,0,1,0,0,0.0,1,2,4.0,1605.0,954.0498442367601,3.0,3,8.76732914779405,15.627889477660357
6107500,3240,4,1.0,3.0,1,0,0,0,0,1.0,0,1,5.0,648.0,1885.030864197531,4.0,1,8.083637203141548,15.625028245847135
6090000,6615,4,2.0,2.0,1,1,0,1,0,1.0,0,1,6.0,1102.5,920.6349206349206,2.0,3,8.797246236703527,15.622158803889679
6090000,6600,3,1.0,1.0,1,1,1,0,0,2.0,1,1,4.0,1650.0,922.7272727272727,3.0,4,8.79497643168877,15.622158803889679
6090000,8372,3,1.0,3.0,1,0,0,0,1,2.0,0,2,4.0,2093.0,727.4247491638796,3.0,2,9.032767522204432,15.622158803889679
6083000,4300,6,2.0,2.0,1,0,0,0,0,0.0,0,0,8.0,537.5,1414.6511627906978,3.0,1,8.366602832783736,15.621008717695398
6083000,9620,3,1.0,1.0,1,0,1,0,0,2.0,1,0,4.0,2405.0,632.3284823284823,3.0,3,9.171703488361265,15.621008717695398
6020000,6800,2,1.0,1.0,1,1,1,0,0,2.0,0,0,3.0,2266.6666666666665,885.2941176470588,2.0,3,8.824824939175638,15.610597983397946
6020000,8000,3,1.0,1.0,1,1,1,0,1,2.0,1,1,4.0,2000.0,752.5,3.0,5,8.987321812850125,15.610597983397946
6020000,6900,3,1.0,1.0,1,1,1,0,0,0.0,1,2,4.0,1725.0,872.463768115942,3.0,4,8.839421607620602,15.610597983397946
5950000,3700,4,1.0,2.0,1,1,0,0,1,0.0,0,0,5.0,740.0,1608.1081081081081,4.0,3,8.216358332386156,15.598901945589025
5950000,6420,3,1.0,1.0,1,0,1,0,1,0.0,1,0,4.0,1605.0,926.791277258567,3.0,4,8.76732914779405,15.598901945589025
5950000,7020,3,1.0,1.0,1,0,1,0,1,2.0,1,1,4.0,1755.0,847.5783475783476,3.0,4,8.85666093701725,15.598901945589025
5950000,6540,3,1.0,1.0,1,1,1,0,0,2.0,1,0,4.0,1635.0,909.7859327217126,3.0,4,8.785845337961213,15.598901945589025
5950000,7231,3,1.0,2.0,1,1,1,0,1,0.0,1,1,4.0,1807.75,822.8460793804453,3.0,5,8.886270902072013,15.598901945589025
5950000,6254,4,2.0,1.0,1,0,1,0,0,1.0,1,1,6.0,1042.3333333333333,951.3911096897986,2.0,3,8.741136422901011,15.598901945589025
5950000,7320,4,1.0,2.0,1,0,0,0,0,0.0,0,0,5.0,1464.0,812.8415300546449,4.0,1,8.898502209646642,15.598901945589025
5950000,6525,3,2.0,4.0,1,0,0,0,0,1.0,0,0,5.0,1305.0,911.8773946360153,1.5,1,8.783549477153265,15.598901945589025
5943000,15600,3,1.0,1.0,1,0,0,0,1,2.0,0,1,4.0,3900.0,380.96153846153845,3.0,2,9.65509029374725,15.59772478261397
5880000,7160,3,1.0,1.0,1,0,1,0,0,2.0,1,2,4.0,1790.0,821.2290502793296,3.0,3,8.87640491500694,15.587067489942822
5880000,6500,3,2.0,3.0,1,0,0,0,1,0.0,0,2,5.0,1300.0,904.6153846153846,1.5,2,8.77971129020447,15.587067489942822
5873000,5500,3,1.0,3.0,1,1,0,0,1,1.0,0,0,4.0,1375.0,1067.8181818181818,3.0,3,8.612685172875459,15.585876304775372
5873000,11460,3,1.0,3.0,1,0,0,0,0,2.0,1,1,4.0,2865.0,512.478184991274,3.0,2,9.346705246496699,15.585876304775372
5866000,4800,3,1.0,1.0,1,1,1,0,0,0.0,0,2,4.0,1200.0,1222.0833333333333,3.0,3,8.476579508530941,15.584683698993436
5810000,5828,4,1.0,4.0,1,1,0,0,0,0.0,0,1,5.0,1165.6,996.9114619080302,4.0,2,8.67060073804555,15.575091300945118
5810000,5200,3,1.0,3.0,1,0,0,0,1,0.0,0,1,4.0,1300.0,1117.3076923076924,3.0,2,8.556606193773073,15.575091300945118
5810000,4800,3,1.0,3.0,1,0,0,0,1,0.0,0,2,4.0,1200.0,1210.4166666666667,3.0,2,8.476579508530941,15.575091300945118
5803000,7000,3,1.0,1.0,1,0,1,0,0,2.0,1,1,4.0,1750.0,829.0,3.0,3,8.853808274977197,15.57388575549739
5775000,6000,3,2.0,4.0,1,0,0,0,1,0.0,0,2,5.0,1200.0,962.5,1.5,2,8.699681400989514,15.56904898753229
5740000,5400,4,2.0,2.0,1,0,0,0,1,2.0,0,2,6.0,900.0,1062.962962962963,2.0,2,8.594339400592892,15.562969942511762
5740000,4640,4,1.0,2.0,1,0,0,0,0,1.0,0,1,5.0,928.0,1237.0689655172414,4.0,1,8.442685139241176,15.562969942511762
5740000,5000,3,1.0,3.0,1,0,0,0,1,0.0,0,1,4.0,1250.0,1148.0,3.0,2,8.517393171418904,15.562969942511762
5740000,6360,3,1.0,1.0,1,1,1,0,1,2.0,1,0,4.0,1590.0,902.5157232704403,3.0,5,8.757940876678804,15.562969942511762
5740000,5800,3,2.0,4.0,1,0,0,0,1,0.0,0,2,5.0,1160.0,989.6551724137931,1.5,2,8.665785595466064,15.562969942511762
5652500,6660,4,2.0,2.0,1,1,1,0,0,1.0,1,1,6.0,1110.0,848.7237237237238,2.0,4,8.804024902413179,15.547608660047116
5600000,10500,4,2.0,2.0,1,0,0,0,0,1.0,0,1,6.0,1750.0,533.3333333333334,2.0,1,9.259225769705994,15.53827733427679
5600000,4800,5,2.0,3.0,0,0,1,1,0,0.0,0,2,7.0,685.7142857142857,1166.6666666666667,2.5,2,8.476579508530941,15.53827733427679
5600000,4700,4,1.0,2.0,1,1,1,0,1,1.0,0,0,5.0,940.0,1191.4893617021276,4.0,4,8.45553053102413,15.53827733427679
5600000,5000,3,1.0,4.0,1,0,0,0,0,0.0,0,0,4.0,1250.0,1120.0,3.0,1,8.517393171418904,15.53827733427679
5600000,10500,2,1.0,1.0,1,0,0,0,0,1.0,0,1,3.0,3500.0,533.3333333333334,2.0,1,9.259225769705994,15.53827733427679
5600000,5500,3,2.0,2.0,1,0,0,0,0,1.0,0,1,5.0,1100.0,1018.1818181818181,1.5,1,8.612685172875459,15.53827733427679
5600000,6360,3,1.0,3.0,1,0,0,0,0,0.0,1,1,4.0,1590.0,880.503144654088,3.0,2,8.757940876678804,15.53827733427679
5600000,6600,4,2.0,1.0,1,0,1,0,0,0.0,1,1,6.0,1100.0,848.4848484848485,2.0,3,8.79497643168877,15.53827733427679
5600000,5136,3,1.0,2.0,1,1,1,0,1,0.0,1,2,4.0,1284.0,1090.342679127726,3.0,5,8.544224530467268,15.53827733427679
5565000,4400,4,1.0,2.0,1,0,0,0,1,2.0,1,1,5.0,880.0,1264.7727272727273,4.0,3,8.38958706681109,15.532007722386286
5565000,5400,5,1.0,2.0,1,1,1,0,1,0.0,1,0,6.0,900.0,1030.5555555555557,5.0,5,8.594339400592892,15.532007722386286
5530000,3300,3,3.0,2.0,1,0,1,0,0,0.0,0,1,6.0,550.0,1675.7575757575758,1.0,2,8.101980731853192,15.525698554330328
5530000,3650,3,2.0,2.0,1,0,0,0,0,0.0,0,1,5.0,730.0,1515.0684931506848,1.5,1,8.202756381655638,15.525698554330328
5530000,6100,3,2.0,1.0,1,0,1,0,0,2.0,1,0,5.0,1220.0,906.5573770491803,1.5,3,8.716207971151853,15.525698554330328
5523000,6900,3,1.0,1.0,1,1,1,0,0,0.0,1,1,4.0,1725.0,800.4347826086956,3.0,4,8.839421607620602,15.524431929944326
5495000,2817,4,2.0,2.0,0,1,1,0,0,1.0,0,0,6.0,469.5,1950.6567270145545,2.0,2,7.943782692458625,15.519349327803464
5495000,7980,3,1.0,1.0,1,0,0,0,0,2.0,0,1,4.0,1995.0,688.5964912280701,3.0,1,8.984818995876008,15.519349327803464
5460000,3150,3,2.0,1.0,1,1,1,0,1,0.0,0,0,5.0,630.0,1733.3333333333333,1.5,4,8.055475141757274,15.512959530871255
5460000,6210,4,1.0,4.0,1,1,0,0,1,0.0,0,0,5.0,1242.0,879.2270531400966,4.0,3,8.734077192559303,15.512959530871255
5460000,6100,3,1.0,3.0,1,1,0,0,1,0.0,1,1,4.0,1525.0,895.0819672131148,3.0,4,8.716207971151853,15.512959530871255
5460000,6600,4,2.0,2.0,1,1,1,0,0,0.0,1,1,6.0,1100.0,827.2727272727273,2.0,4,8.79497643168877,15.512959530871255
5425000,6825,3,1.0,1.0,1,1,1,0,1,0.0,1,1,4.0,1706.25,794.8717948717949,3.0,5,8.828494129466652,15.506528641722577
5390000,6710,3,2.0,2.0,1,1,1,0,0,1.0,1,0,5.0,1342.0,803.2786885245902,1.5,4,8.811503250158239,15.50005612841392
5383000,6450,3,2.0,1.0,1,1,1,1,0,0.0,0,2,5.0,1290.0,834.5736434108527,1.5,4,8.771990436532242,15.498756583313094
5320000,7800,3,1.0,1.0,1,0,1,0,1,2.0,1,2,4.0,1950.0,682.0512820512821,3.0,4,8.962007209588313,15.486984049287734
5285000,4600,2,2.0,1.0,1,0,0,0,1,2.0,0,1,4.0,1150.0,1148.9130434782608,1.0,2,8.434028950155469,15.480383366501217
5250000,4260,4,1.0,2.0,1,0,1,0,1,0.0,0,0,5.0,852.0,1232.394366197183,4.0,3,8.357259153499912,15.473738825043979
5250000,6540,4,2.0,2.0,0,0,0,0,1,0.0,0,1,6.0,1090.0,802.7522935779816,2.0,1,8.785845337961213,15.473738825043979
5250000,5500,3,2.0,1.0,1,0,1,0,0,0.0,0,1,5.0,1100.0,954.5454545454545,1.5,2,8.612685172875459,15.473738825043979
5250000,10269,3,1.0,1.0,1,0,0,0,0,1.0,1,1,4.0,2567.25,511.2474437627812,3.0,2,9.236982302922604,15.473738825043979
5250000,8400,3,1.0,2.0,1,1,1,0,1,2.0,1,2,4.0,2100.0,625.0,3.0,5,9.036106025364846,15.473738825043979
5250000,5300,4,2.0,1.0,1,0,0,0,1,0.0,1,2,6.0,883.3333333333334,990.566037735849,2.0,3,8.575650760987806,15.473738825043979
5250000,3800,3,1.0,2.0,1,1,1,0,0,1.0,1,2,4.0,950.0,1381.578947368421,3.0,4,8.24301946898925,15.473738825043979
5250000,9800,4,2.0,2.0,1,1,0,0,0,2.0,0,1,6.0,1633.3333333333333,535.7142857142857,2.0,2,9.19023970026918,15.473738825043979
5250000,8520,3,1.0,1.0,1,0,0,0,1,2.0,0,0,4.0,2130.0,616.1971830985915,3.0,2,9.050288983827956,15.473738825043979
5243000,6050,3,1.0,1.0,1,0,1,0,0,0.0,1,1,4.0,1512.5,866.6115702479339,3.0,3,8.707978826622321,15.472404602285149
5229000,7085,3,1.0,1.0,1,1,1,0,0,2.0,1,1,4.0,1771.25,738.0381086803105,3.0,4,8.865876285425417,15.469730804411405
5215000,3180,3,2.0,2.0,1,0,0,0,0,2.0,0,1,5.0,636.0,1639.937106918239,1.5,1,8.064950891749143,15.467049838171546
5215000,4500,4,2.0,1.0,0,0,1,0,1,2.0,0,1,6.0,750.0,1158.888888888889,2.0,2,8.412054873292933,15.467049838171546
5215000,7200,3,1.0,2.0,1,1,1,0,0,1.0,1,0,4.0,1800.0,724.3055555555555,3.0,4,8.881975184248867,15.467049838171546
5145000,3410,3,1.0,2.0,0,0,0,0,1,0.0,0,1,4.0,852.5,1508.7976539589442,3.0,1,8.134760782418645,15.453536121613729
5145000,7980,3,1.0,1.0,1,0,0,0,0,1.0,1,1,4.0,1995.0,644.7368421052631,3.0,2,8.984818995876008,15.453536121613729
5110000,3000,3,2.0,2.0,1,1,1,0,0,0.0,0,0,5.0,600.0,1703.3333333333333,1.5,3,8.006700845440367,15.446710157874584
5110000,3000,3,1.0,2.0,1,0,1,0,0,0.0,0,2,4.0,750.0,1703.3333333333333,3.0,2,8.006700845440367,15.446710157874584
